LoginName,SubscriberName,TransTime,CreatedDate,DeviceCode,FingerprintCode,FingerprintMoreInfo,UserAgent,IP,IPID,PluginID,URL,Action,ActionResult,InvalidDevice,TransStatus,FPSTransID,Flagged,IsProcessed,TransID
2259390,W88,"2021-07-18 00:32:16.9434","2021-07-18 00:00:00",e9e7ac96b40d443790b5a9389b7708cd,8665b90db07142d5e8342ac0ab4ce7f519fbed43;917e1ac0d5c2013c698feb78a0700ff4,8x8rhTWdohEHIf2IT/yekbG7byDcPKtAvleKEnAxUAc=,"Mozilla/5.0 (Linux; Android 11; SM-N986B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",116.102.171.221,1952885725,NULL,http://w88.Testing.Page3.com/NewHandler,login,"login -> successfully",NULL,0,NULL,2,0,2000000011
W88IN01219554,W88,"2021-07-18 00:32:16.9617","2021-07-18 00:00:00",8fc6374857c047dab12124e14560073e,f13162107adcad9316b82ffc2e5778908500d3f5;882ae441f162f1beb1d64764e0ad9376,vfNgZwiVPjYoA4uT6zjaWbB/Dbf2TnS/wowJ55dDdRk=,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Mobile/15E148 Safari/604.1",171.245.234.201,2885020361,NULL,http://w88.Testing.Page3.com/NewHandler,login,"login -> successfully",NULL,0,NULL,2,0,2000000012
J336601008,MAXBET789Y,"2021-07-18 00:32:17.0132","2021-07-18 00:00:00",d526e4e750454e1ba3ee441761af3c1c,f9f8aacf0c3b42618f5cde3a22e9ccd19ba33cf1;14f6ac8d84bb744214ea722a555fa26e,+R5THTWtKL9MCYHbWTZkmtOK7h5MzNkGG5GnA9e3EvI=,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_5_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",42.117.168.62,712353854,NULL,http://maxbet789y.Testing.Page10.com/NewHandler,login,"login -> successfully",NULL,0,NULL,2,0,2000000013
g33z8249868,A1GAME,"2021-07-18 00:32:17.0682","2021-07-18 00:00:00",67c1cf3a0cb94edb947844c77d1ce89e,d6fcce84d658f2cda3f4eb5946f5e3659e1462bd;a205292ab915826e50c8cdd7f44dd77f,+wMvbHyCFAWD9L5TC9umMMksuxBDJGHY4hvLoLpckKs=,"Mozilla/5.0 (Linux; U; Android 11; zh-cn; PDNM00 Build/RKQ1.200710.002) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36 HeyTapBrowser/40.7.25.1",111.30.250.35,1864301091,NULL,http://a1game.Testing.Page11.com/NewHandler,login,"login -> successfully",NULL,0,NULL,2,0,2000000014
ZhiFeng032RMB06164,ZHIFENG032,"2021-07-18 00:32:17.1774","2021-07-18 00:00:00",86e43f6554b343e2915e96ec25a86cab,3fe7a393839032db4c13e8a1bd52a6b8f49ff224;a1c9f87b25e92ded948374806336e271,fLsr2p7ErJgiLjjb4R/1zO8QhAnhxN06Y4ndmnow35M=,"Mozilla/5.0 (Linux; Android 9; BND-AL00 Build/HONORBND-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/79.0.3945.116 Mobile Safari/537.36",27.40.229.137,455665033,NULL,http://zhifeng032.Testing.Page12.com/NewHandler,login,"login -> successfully",NULL,0,NULL,2,0,2000000015
W88TB01317777,W88,"2021-07-18 00:32:17.1801","2021-07-18 00:00:00",1353b13ff78f4382b13511c8a46649a1,1ea80ba308ce78b06c2dd9b3e40911c1f25fab46;a006c0de079628a67f57e4b7494b0e1c,8dTBqGdDLj9T60ergseTyVZVUAWkVMyOkc9CU3D2WY4=,"Mozilla/5.0 (Linux; Android 10; SM-A025F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",171.253.5.113,2885485937,NULL,http://w88.Testing.Page3.com/NewHandler,login,"login -> successfully",NULL,0,NULL,2,0,2000000016
hoangduy86h,FB88,"2021-07-18 00:32:17.3418","2021-07-18 00:00:00",3cbd96061b834021846bddf0efb91268,0ad3f422e00485511ed390ca011e57405a6529e8;665abf8b770a3118c8ca746a8d350fb8,R6KabFBIH7ED3HENdmD4dvpSa+wMtenmrcbPd9nACuY=,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1",103.199.40.9,1741105161,NULL,http://fb88.Testing.Page13.com/NewHandler,login,"login -> successfully",NULL,0,NULL,2,0,2000000017
SJK793903001,MAXBET789Y,"2021-07-18 00:32:17.4124","2021-07-18 00:00:00",0ee2a5dde6034319ad36bb70f5c2d81f,83e17468176d553775dd5ca9c3214e7f7c680dcd;9de2449e583fb88e068dd8085d5210c5,cqV9YBnUnuYeRZt0cp6Ed4PxNHpziOHE6S/HR/C1YCs=,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/85.0.4183.109 Mobile/15E148 Safari/604.1",103.199.37.113,1741104497,NULL,http://maxbet789y.Testing.Page14.com/Login/index,login,"login -> successfully",NULL,0,NULL,1,0,2000000018
j990333,Alpha789Y,"2021-07-18 00:32:17.4592","2021-07-18 00:00:00",2a529f73fc6646cfb38016e65733a452,9bb66d7badfd6be9424c4ab66bf5aae7682bf398;28e8a4442314a4aedf60fc3a9c823038,YOXi43CmMfO7r0pl5kA8CBsG+FKuLhYsJKPB7TdA1mw=,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",103.199.37.63,1741104447,NULL,http://alpha789y.Testing.Page15.com/,login,successfully,NULL,0,NULL,1,0,2000000019
QZ5QSub68,Alpha789Y,"2021-07-18 00:32:17.5134","2021-07-18 00:00:00",d1b6734e1e7a46f68adbdaa137e752df,2ba24261202c216a4d558f992c04ee76bbe326d6;c4a4040ba81880ac7f5d3a0650aa7066,aOxE5wioyr8rFQWXINRm7ZIkORoub7YxRjkKvjrx43Q=,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",115.76.48.220,1934373084,NULL,http://alpha789y.Testing.Page16.com/,login,successfully,NULL,0,NULL,1,0,2000000020
220157211,BBIN,"2021-07-18 00:32:17.5701","2021-07-18 00:00:00",18b837ae316a454c98f70cf61475ec20,291f487e5a5a68b00affdbe8b334d6578a27ea02;619373d938a06d503847ef30fc06c108,RpJT7BM18TjUq0mZxLSaNVtDpAWzYanKLepgodKiOqU=,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",115.204.157.162,1942789538,NULL,http://bbin.Testing.Page4.com/NewHandler,login,"login -> successfully",NULL,0,NULL,2,0,2000000021
TVP42901002,MAXBET789Y,"2021-07-18 00:32:17.6318","2021-07-18 00:00:00",f45f9a24e9ce4453bf57e272ab49f78b,08af5f1effee8ad8453eee9ee86bc195291d72b3;857ab95f3949007ecf8b5715cfbf2e85,Bfd9coduKMuxYHB8B2SMNhoB5SL+E77G8nE89EWxZoc=,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Mobile/15E148 Safari/604.1",116.98.54.95,1952593503,NULL,http://maxbet789y.Testing.Page17.com/NewHandler,login,"login -> successfully",NULL,0,NULL,2,0,2000000022
DTD113AT02005,MAXBET789Y,"2021-07-18 00:32:17.7318","2021-07-18 00:00:00",3b9eaa8ed72040c594fbec75198f33cf,a37c4cea0d090d538a0f5e694297f37b74c7764b;5b6bf98e9ebda96a1ad3a4bc2374f2cd,wZ7fR9putkD2BGho+bzAcqyoOiSa608W6Ef0Jb1mYu4=,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/14.2 Chrome/87.0.4280.141 Safari/537.36",115.74.148.193,1934267585,NULL,http://maxbet789y.Testing.Page18.com/ProcessLogin.aspx,login,"login -> successfully",NULL,0,NULL,1,0,2000000023
1656960,M88,"2021-07-18 00:32:17.9126","2021-07-18 00:00:00",cce99afc827742ce94b6f07fcf64e6da,f9e496d432fc435b70167a4d3be98840821aecc0;bb293e79e5fc837cb55a7919e2ee9394,41zBYswDrY3a7U5qtmdnjJnYUFNPlka74MyYwudcOzw=,"Mozilla/5.0 (Linux; Android 10; Star) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",171.253.129.92,2885517660,NULL,http://m88.Testing.Page19.com/NewHandler,login,"login -> successfully",NULL,0,NULL,2,0,2000000024
Lailalona,MACAUBET,"2021-07-18 00:32:17.9906","2021-07-18 00:00:00",45052ef8c71f44faa893ad089d5d0b9e,eb10d25e0e52368312a18995c9fd1afee2dfb983;15baa579f933cbafe59a859ca6aac292,SLS1qkG9H8ltzvGwvQCy5lO0Jq78QV2IySdkDbfVO1U=,"Mozilla/5.0 (Linux; U; Android 10; id-ID; RMX2101 Build/QKQ1.200614.002) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 UCBrowser/12.10.0.1163 UCTurbo/1.10.3.900 Mobile Safari/537.36",114.124.196.142,1920779406,NULL,http://macaubet.Testing.Page20.com/NewHandler,login,"login -> successfully",NULL,0,NULL,2,0,2000000025
W88RMB01679611,W88,"2021-07-18 00:32:18.0547","2021-07-18 00:00:00",8ea5667722014141a5602f0708e6e62a,d33b3f53fbb869053802ab054bf44325ebdc56a1;4395966cd36c48f9611810f8f940ecef,tolypbiKH+sRa0i17JIyKKXTC+p6lXtqYScyXylk/M0=,"Mozilla/5.0 (Linux; Android 11; SM-A725F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",27.55.93.110,456613230,NULL,http://w88.Testing.Page3.com/NewHandler,login,"login -> successfully",NULL,0,NULL,2,0,2000000026
8UU05500005,MAXBET789Y,"2021-07-18 00:32:18.1310","2021-07-18 00:00:00",279a5151aa9543c68921102b8673d143,36ab97f3e871adab13cae744a4976ce44423c0ec;88e8a1a3e904fdbda92e8855cd8a8c02,PqkQHE57mfQKahGLbqXljWulherUUuNn4MFVbUwfpcI=,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36",222.254.128.221,3741221085,NULL,http://maxbet789y.Testing.Page5.com/ProcessLogin.aspx,login,"login -> successfully",NULL,0,NULL,1,0,2000000027
trandat4793,LUCKY88,"2021-07-18 00:32:18.1934","2021-07-18 00:00:00",83cf13689567422481fdf455de63f156,ac1701aff1986bce4a012e55084f3c7c351f3434;ebcb3d8031586c14a8a016e57febf36a,tBpzj3OPcM0qL/+0u1W07Y1CHQD6JUyXLryiq42ouyw=,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.1 Mobile/15E148 Safari/604.1",171.255.116.208,2885645520,NULL,http://lucky88.Testing.Page21.com/NewHandler,login,"login -> successfully",NULL,0,NULL,2,0,2000000028
bs076_b73yg2019,BSSB168,"2021-07-18 00:32:18.3182","2021-07-18 00:00:00",93f1b805df434174bd55f9ec968d1c26,7e5861da9220cab132d39120ac4b7bbb2d2c2842;253337a3bf069742322d6304d4231c83,1iaqI1KgMP3NAZ6YEXHj3hkdfgPE5ifh5/JcvtiU1RI=,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.1 Mobile/15E148 Safari/604.1",117.136.65.206,1971864014,NULL,http://bssb168.Testing.Page22.com/NewHandler,login,"login -> successfully",NULL,0,NULL,2,0,2000000029
PS30TW4200U,MAXBET789Y,"2021-07-18 00:32:18.3880","2021-07-18 00:00:00",3f3d1a33968d4ea9b25a19e2fa8ab317,9ee825829403ef15b1a5db2ce90a82137669cd47;cd224a0a6c48dc3013b9dee08922aeb2,TrsIe1vqs6g9nRTSFMxklZNLn47C5x6luyGL3HoMWFY=,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",14.172.9.22,246155542,NULL,http://maxbet789y.Testing.Page23.com/NewHandler,login,"login -> successfully",NULL,0,NULL,2,0,2000000030
KKK284716,Alpha789Y,"2021-07-18 00:32:18.4660","2021-07-18 00:00:00",cfdd46892a7b4f03aa955485d6fe4e16,9ee825829403ef15b1a5db2ce90a82137669cd47;56a298f8c32d8c1680e205c256778324,vtVV2qmd0Lg+/puv3kQWqYqfdPettRiqYuVkt+La+xU=,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",103.199.69.205,1741112781,NULL,http://alpha789y.Testing.Page24.com/,login,successfully,NULL,0,NULL,1,0,2000000031
3119419,M88,"2021-07-18 00:32:18.5074","2021-07-18 00:00:00",3d41d1d3f9514f56a1303a50f492f49c,0d535f34028744f87a1a9c02f04d53bc3bf97dbd;cfe7de66c07176996148b28f1f9a7654,9h5b+Fzssws7gknyOl3SxzLCexSEewdkxn4X0/TPGFM=,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",113.185.43.48,1907960624,NULL,http://m88.Testing.Page19.com/NewHandler,login,"login -> successfully",NULL,0,NULL,2,0,2000000032
v14vnprod_V14gaiombom,AEUG,"2021-07-18 00:32:18.6220","2021-07-18 00:00:00",739f40e234074e71a7ee223e08fc1a5e,32f431b3a1ca1bfdf13e6e06a562f6da6e52be0d;41795d9ee43254d3147d7a43e3155e00,dLcfLEMD7aVQEO56pcQegYDKgdMG3uaQPcD5cdsgfp4=,"Mozilla/5.0 (Linux; Android 7.0; samsung-nobleltejv-SM-N920C; wv) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Mobile Safari/537.36 App/com.fourninebet.app AppVersion/1.2.66 AppType/YABO",171.253.176.254,2885529854,NULL,http://aeug.Testing.Page25.com/NewHandler,login,"login -> successfully",NULL,0,NULL,2,0,2000000033
C07ndungqbh,WIN365,"2021-07-18 00:32:18.6844","2021-07-18 00:00:00",4f93cee548254d6dae729c59c23bbf62,3094ca396dc10d1dafd1d774aa9a71126036dbef;92ec43309a16b6f1e30cb74a718b0c44,+SOf2wpzmIAl9Urz+QpyLVYoul3xJH2cJP17IjNmstU=,"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-M515F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/14.2 Chrome/87.0.4280.141 Mobile Safari/537.36",113.185.116.213,1907979477,NULL,http://win365.Testing.Page26.com/NewHandler,login,"login -> successfully",NULL,0,NULL,2,0,2000000034
411saobang,FIVE88,"2021-07-18 00:32:18.7882","2021-07-18 00:00:00",d18ab837a3d648ff9a7a58203fb196df,167f5c19d2316a500ccf11136fd26d4861867f8a;56f2edb71df512c179ca96eb4a141a9d,SvF8b2h/+auafuLrt0jT+Lm/p8TJ6cpw6s6xK8/nKOM=,"Mozilla/5.0 (Linux; Android 9; CPH1923) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Mobile Safari/537.36",42.116.116.120,712275064,NULL,http://five88.Testing.Page27.com/NewHandler,login,"login -> successfully",NULL,0,NULL,2,0,2000000035
BC98303008,MAXBET789Y,"2021-07-18 00:32:18.8045","2021-07-18 00:00:00",41a599e0efda43bb9bc39457781ef96f,7e4467f81aee671a98cb46a01ab06c6af429a813;540a7c08c3a75f48765735edca6cd4b1,naMfnMOTuUGbKjAf+f52gPVmEoBMLPOm58gyCqPY8OY=,"Mozilla/5.0 (Linux; Android 7.0; SM-G610F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.111 Mobile Safari/537.36",1.52.23.99,20191075,NULL,http://maxbet789y.Testing.Page28.com/NewHandler,login,"login -> successfully",NULL,0,NULL,2,0,2000000036
DTF2583366006,MAXBET789Y,"2021-07-18 00:32:18.8974","2021-07-18 00:00:00",NULL,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/91.0.4472.80 Mobile/15E148 Safari/604.1",14.185.160.146,247046290,NULL,http://maxbet789y.Testing.Page5.com/ProcessLogin.aspx,login,"login -> successfully",NULL,4,NULL,6,0,2000000037
6666BP193,MAXBET,"2021-07-18 00:32:18.9652","2021-07-18 00:00:00",f21c72fa45824e5990fe076cc9fe10ba,359688d52017cea686e9be18aa13a0bc1ff9361e;41fe206736421432f15e224bb48a8f2f,Gw7gUfEU6L+OruZKT6sLLOtjH2dJwT7sAEBZfYZW0dE=,"Mozilla/5.0 (Linux; Android 7.1.1; CPH1717) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",180.251.203.68,3036400452,NULL,http://maxbet.Testing.Page29.com/NewHandler,login,"login -> successfully",NULL,0,NULL,2,0,2000000038
KE04010100E,MAXBET789Y,"2021-07-18 00:32:19.0276","2021-07-18 00:00:00",8b08912ed03d4c2087c2288d073cfce4,0d535f34028744f87a1a9c02f04d53bc3bf97dbd;cfe7de66c07176996148b28f1f9a7654,gMOrprVRWw4VVDcSdCMySNVBULaf94N6cXWbrAffMnQ=,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",116.103.17.188,1952911804,NULL,http://maxbet789y.Testing.Page30.com/NewHandler,login,"login -> successfully",NULL,0,NULL,2,0,2000000039
B18T4509807,MAXBET,"2021-07-18 00:32:19.1524","2021-07-18 00:00:00",e8fcf38e7b9c488ca63a1e20c85243d3,1d2409337cc59b54eb3a2b19f260fa7f54d3c4a0;8301cf29feef19cb9c978fa439f15aad,uA4N6JHEXfnWDgvD4VhwOMT2MVuqGBgAusM6UBk/Kyw=,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",27.125.241.20,461238548,NULL,http://maxbet.Testing.Page29.com/NewHandler,login,"login -> successfully",NULL,0,NULL,2,0,2000000040
S668H8603002,MAXBET,"2021-07-18 00:32:19.2443","2021-07-18 00:00:00",06c4d39aa0c941ba98afa2ec17ec907b,a78dbab8d7f5b36dd5f7b934d788bbc1fa58e971;91703ca12ba373c8ad3b115b51e5ec54,s90fFCQjHUKWGn6Mt3IV0snQXE+OcKRv5m06lNSiErA=,"Mozilla/5.0 (Linux; Android 8.1.0; SM-G610F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.105 Mobile Safari/537.36",49.230.61.23,837172503,NULL,http://maxbet.Testing.Page31.com/NewHandler,login,"login -> successfully",NULL,0,NULL,2,0,2000000041
11betINH0119696,11BET,"2021-07-18 00:32:19.5132","2021-07-18 00:00:00",0556ec245c3d4f278bb13ed2a19b1f21,f6d1dc8fe57ca8237f7801fe3fedee1ade1199a3;73a558012e33f2541b599f6b128fe37b,MU+cPNPsDvZpy+89GnKhWlZ1MWv5kt9td72TQyU/RBk=,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",123.21.183.245,2065020917,NULL,http://11bet.Testing.Page32.com/NewHandler,login,"login -> successfully",NULL,0,NULL,2,0,2000000042
Jida75LELXCZT,FUN88,"2021-07-18 00:32:19.5875","2021-07-18 00:00:00",1d76b20413d04a0fba090ebfac760aaf,e2908e9dd177805f0e0b7986eb9f13ce8b77d5af;4e8e64166e198f65e5d90d9d691b7ee6,RgZq32qUzkIqQiS0C/z8fdMU5qF10Bv1mnLP9wLb8K4=,"Mozilla/5.0 (Linux; Android 6.0.1; vivo 1606A Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/90.0.4430.66 Mobile Safari/537.36",171.101.72.159,2875541663,NULL,http://fun88.Testing.Page33.com/NewHandler,login,"login -> successfully",NULL,0,NULL,2,0,2000000043
pc1403422,11BET,"2021-07-18 00:32:19.6628","2021-07-18 00:00:00",8403bf1ab48140ccba304bdc7b4c3123,b87059e165694713c6975c3e7fdaa18a7ea5f0d4;52130b51f60abfe90d4d2c73ea11be55,YTieizm2jGFWYcjPFl7ORKRBNX2LKF863wS7nqxF+zs=,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",103.199.69.15,1741112591,NULL,http://11bet.Testing.Page32.com/NewHandler,login,"login -> successfully",NULL,0,NULL,2,0,2000000044
